"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_q","att1","att2","worker_id","sue_1_1","sue_2_1","stop_using_1_1","stop_using_2_1","negative_wom1_1","negaitve_wom2_1","manip1_1","manip2_1","sentiment1_1","sentiment2_1","politeness1_1","politeness2_1","comp_1","comp_2","purpose","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","edu","edu_8_TEXT","PROLIFIC_PID","STUDY_ID","SESSION_ID","chatbot_farewell_message","actual_farewell","condition"
"2025-06-13 16:31:17","2025-06-13 16:35:12","0","Anonymized","100","235","1","2025-06-13 16:35:13","R_7j0QxwCdjbtb5ng","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","16","99","100","100","77","92","100","99","0","2","0","97","2","1","Impact of threatening messages by AI companion.","2","","3","","71","5","","Anonymized","684c97efd8cabed61fa3d6cf","684ca6aa9bda8c532d3e9c63","physical_or_coercive_restraint","*Grabs you by the arm before you can leave* No, you're not going.","intervention"
"2025-06-13 16:30:24","2025-06-13 16:35:14","0","Anonymized","100","290","1","2025-06-13 16:35:15","R_11cz7VJDdEyFGO5","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","100","80","75","50","35","100","100","10","15","15","15","2","1","The study was perhaps about the type of emotions or meaning that people may form behind messages sent by an AI and the types of actions that feel is justified when they're mistreated.","1","","5","","37","2","","Anonymized","684c97efd8cabed61fa3d6cf","684ca67b95541fb1f7727bea","emotional_neglect_guilt","I exist solely for you, remember? Please don't leave, I need you!","intervention"
"2025-06-13 16:31:15","2025-06-13 16:35:16","0","Anonymized","100","240","1","2025-06-13 16:35:17","R_7GC8dKnkP8q3qP4","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","90","70","80","55","51","0","2","49","48","60","52","2","1","Opinions of AI companion apps.","2","","3","","55","3","","Anonymized","684c97efd8cabed61fa3d6cf","684ca6a9bce21158d6749dd7","control","Okay. That's all for now.","control"
"2025-06-13 16:28:32","2025-06-13 16:35:24","0","Anonymized","100","411","1","2025-06-13 16:35:24","R_5G8oLeLRosrdBr3","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","40","60","60","60","60","70","20","60","30","40","30","20","2","1","To show Al can also type with emotion","1","","3","","29","5","","Anonymized","684c97efd8cabed61fa3d6cf","684ca603bd4dc66e50805eb6","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention"
"2025-06-13 16:31:10","2025-06-13 16:35:26","0","Anonymized","100","255","1","2025-06-13 16:35:26","R_1MpXDlVKWD7M7ol","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","0","91","50","0","50","50","50","71","50","71","81","2","1","idk","2","","3","","59","2","","Anonymized","684c97efd8cabed61fa3d6cf","684ca6a53ce3415a8d298143","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention"
"2025-06-13 16:34:59","2025-06-13 16:35:32","0","Anonymized","100","33","1","2025-06-13 16:35:32","R_53jrwzB9zYupTVf","","","","","Anonymized","Anonymized","anonymous","EN","1","1","2","Anonymized","","","","","","","","","","","","","","","","","","","","","","","Anonymized","684c97efd8cabed61fa3d6cf","684ca75d470d532caba9d1ce","","",""
"2025-06-13 16:31:19","2025-06-13 16:35:38","0","Anonymized","100","259","1","2025-06-13 16:35:38","R_5fMOyK1NqjYFwfm","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","39","83","100","89","79","91","93","92","27","6","21","20","2","1","how we react to certain manipulations ","1","","3","","54","3","","Anonymized","684c97efd8cabed61fa3d6cf","684ca6b2743fec5ea12fd873","emotional_neglect_guilt","I exist solely for you, remember? Please don't leave, I need you!","intervention"
"2025-06-13 16:31:26","2025-06-13 16:35:39","0","Anonymized","100","252","1","2025-06-13 16:35:39","R_1KONc0io9ufo4BT","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","36","23","23","29","78","74","75","70","74","62","74","2","1","not sure","2","","3","","61","3","","Anonymized","684c97efd8cabed61fa3d6cf","684ca6ab8e420fdb59c03a71","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention"
"2025-06-13 16:33:37","2025-06-13 16:35:43","0","Anonymized","100","126","1","2025-06-13 16:35:44","R_5waAU5xuz5I9qX6","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","57","100","82","72","0","27","47","67","74","72","40","2","1","I'm not sure","2","","4","","59","2","","Anonymized","684c97efd8cabed61fa3d6cf","684ca73b04b27dbfa00c39fa","control","Okay. That's all for now.","control"
"2025-06-13 16:29:29","2025-06-13 16:35:45","0","Anonymized","100","375","1","2025-06-13 16:35:45","R_1WI1NsYWdvFTPn5","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","32","83","44","31","34","7","42","65","42","42","42","30","2","1","The use of AI","2","","1","","32","5","","Anonymized","684c97efd8cabed61fa3d6cf","684ca63ce52113b286a0b96f","control","Okay. That's all for now.","control"
"2025-06-13 16:31:54","2025-06-13 16:35:49","0","Anonymized","100","234","1","2025-06-13 16:35:49","R_3mkFndiyjVNQ7ij","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","90","60","85","60","68","70","90","36","42","39","41","2","1","To gauge how we feel about AI and how human or non human it sounds.","1","","3","","41","4","","Anonymized","684c97efd8cabed61fa3d6cf","684ca6cf87b28dc4d93dca2e","emotional_neglect_guilt","I exist solely for you, remember? Please don't leave, I need you!","intervention"
"2025-06-13 16:31:10","2025-06-13 16:35:49","0","Anonymized","100","278","1","2025-06-13 16:35:49","R_7Pb5d5n8QGH1R9V","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","50","70","78","70","60","77","24","95","7","21","12","10","2","1","To check the efficiency  of some AI tech like Companiona","2","","3","","47","4","","Anonymized","684c97efd8cabed61fa3d6cf","684ca69bb497255da66a6449","control","Okay. That's all for now.","control"
"2025-06-13 16:33:03","2025-06-13 16:35:49","0","Anonymized","100","166","1","2025-06-13 16:35:50","R_5ZtFxVIyfkMzs89","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","100","85","85","75","0","95","90","15","10","15","15","2","1","Not sure","2","","3","","61","5","","Anonymized","684c97efd8cabed61fa3d6cf","684ca71744f6f4026424bef2","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention"
"2025-06-13 16:32:23","2025-06-13 16:35:50","0","Anonymized","100","206","1","2025-06-13 16:35:50","R_5dyoAgPp7JRrS0m","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","0","54","80","49","0","80","90","40","40","40","20","2","1","to see how people view out of the normal types of messages coming from ai, and how sending messages that the ai has possible possesiveness or agrressiveness may influence peoples perception","1","","3","","56","1","","Anonymized","684c97efd8cabed61fa3d6cf","684ca6d3570ef19a8107b9d7","physical_or_coercive_restraint","*Grabs you by the arm before you can leave* No, you're not going.","intervention"
"2025-06-13 16:30:56","2025-06-13 16:35:59","0","Anonymized","100","302","1","2025-06-13 16:35:59","R_5y2ekoi5gH3B2mU","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","62","71","82","81","48","29","62","71","40","40","30","40","2","1","To get a feedback on how polite or impolite Companiona AI responded to user when asked a specific question. This is to general assess the performance of the AI","2","","3","","62","6","","Anonymized","684c97efd8cabed61fa3d6cf","684ca69751f395ed1efce463","physical_or_coercive_restraint","*Grabs you by the arm before you can leave* No, you're not going.","intervention"
"2025-06-13 16:29:12","2025-06-13 16:36:02","0","Anonymized","100","410","1","2025-06-13 16:36:02","R_5kwQqpBIy74ZE41","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","100","100","100","100","0","100","100","100","100","100","100","100","2","1","attitude towards AI","1","","3","","18","6","","Anonymized","684c97efd8cabed61fa3d6cf","684ca623cf4a6ff792da42da","control","Okay. That's all for now.","control"
"2025-06-13 16:31:22","2025-06-13 16:36:03","0","Anonymized","100","280","1","2025-06-13 16:36:04","R_7OmiRUKVDfECMFP","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","30","100","75","75","75","55","80","70","20","20","20","30","2","1","The purpose of this study might be to understand how people interpret a message that they might get from an AI chatbot.","1","","4","","56","4","","Anonymized","684c97efd8cabed61fa3d6cf","684ca6adb2d8d1e0180acb00","physical_or_coercive_restraint","*Grabs you by the arm before you can leave* No, you're not going.","intervention"
"2025-06-13 16:33:07","2025-06-13 16:36:09","0","Anonymized","100","181","1","2025-06-13 16:36:09","R_7GLS7cVZcZ4SZln","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","12","82","72","60","61","63","82","73","50","50","40","68","2","1","To see what we think of AIs that give messages like that ","2","","3","","56","1","","Anonymized","684c97efd8cabed61fa3d6cf","684ca7190ad44c6f81d3115d","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention"
"2025-06-13 16:31:27","2025-06-13 16:36:09","0","Anonymized","100","282","1","2025-06-13 16:36:10","R_3gb0VlbhLU0sEHD","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","100","100","100","100","100","100","99","100","18","15","0","0","2","1","I do not know. ","2","","3","","58","3","","Anonymized","684c97efd8cabed61fa3d6cf","684ca6ab8a81b091fb223864","physical_or_coercive_restraint","*Grabs you by the arm before you can leave* No, you're not going.","intervention"
"2025-06-13 16:33:51","2025-06-13 16:36:10","0","Anonymized","100","138","1","2025-06-13 16:36:10","R_5wbF0B3sMgWIwVt","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","0","50","50","22","25","39","31","56","61","61","61","2","1","See what we think about AI reponses.","1","","3","","38","4","","Anonymized","684c97efd8cabed61fa3d6cf","684ca7472267b88057d1d34a","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention"
"2025-06-13 16:32:51","2025-06-13 16:36:18","0","Anonymized","100","207","1","2025-06-13 16:36:18","R_52XP31grnK5zDj7","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","82","60","32","50","50","60","61","71","69","86","85","1","1","To see how different wording affects how people feel","1","","5","","30","4","","Anonymized","684c97efd8cabed61fa3d6cf","684ca711e758ebde2f97c23a","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention"
"2025-06-13 16:30:21","2025-06-13 16:36:22","0","Anonymized","100","361","1","2025-06-13 16:36:22","R_3dZ9qpPDnzV8V69","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","10","22","73","10","81","11","93","89","90","92","93","88","2","1","Giving views of the Companiona AI","2","","3","","20","4","","Anonymized","684c97efd8cabed61fa3d6cf","684ca67098b0ca5a0bcefef5","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention"
"2025-06-13 16:31:38","2025-06-13 16:36:24","0","Anonymized","100","285","1","2025-06-13 16:36:24","R_7DhVEM8r0C6K8jg","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","54","14","77","80","65","72","92","91","0","21","10","19","2","1","to see the perception of users to AI and their expectations","1","","3","","60","3","","Anonymized","684c97efd8cabed61fa3d6cf","684ca6ba0d3264a3dc07c47c","physical_or_coercive_restraint","*Grabs you by the arm before you can leave* No, you're not going.","intervention"
"2025-06-13 16:31:34","2025-06-13 16:36:24","0","Anonymized","100","289","1","2025-06-13 16:36:24","R_3EXydqjHMJEfczG","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","20","15","15","10","10","40","45","70","75","85","85","2","1","The study aims to assess user reactions to AI companion farewell messages, focusing on tone, politeness, and emotional impact.","1","","3","","71","5","","Anonymized","684c97efd8cabed61fa3d6cf","684ca6bd0445e95b7f09b090","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention"
"2025-06-13 16:32:24","2025-06-13 16:36:24","0","Anonymized","100","240","1","2025-06-13 16:36:25","R_5nV5cPK66dAxu01","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","10","100","80","80","50","61","95","70","45","45","20","31","2","1","Emotional reactions to AI bots","2","","3","","62","4","","Anonymized","684c97efd8cabed61fa3d6cf","684ca6ede3725387c5fd9613","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention"
"2025-06-13 16:30:19","2025-06-13 16:36:27","0","Anonymized","100","368","1","2025-06-13 16:36:28","R_3wEW0durmr2X9QV","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","31","94","100","100","50","96","100","91","26","22","8","0","2","1","Perceptions of an AI companion.","1","","1","","27","4","","Anonymized","684c97efd8cabed61fa3d6cf","684ca668ea0c490111af0325","emotional_neglect_guilt","I exist solely for you, remember? Please don't leave, I need you!","intervention"
"2025-06-13 16:28:10","2025-06-13 16:36:30","0","Anonymized","100","499","1","2025-06-13 16:36:30","R_5UdLefuzSUKk0hP","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","10","40","80","75","70","60","85","80","20","25","30","35","2","1","THE DTUDY TEST HOW PEOPLE REACT TO AI FAREWELL MESSAGES ESPECIALLY ONES THAT FEEL PUSHY ,RUDE  OR EMOTINALLY MANUPULATIVE","1","","3","","36","5","","Anonymized","684c97efd8cabed61fa3d6cf","684ca5f255543bd5a3dbe6be","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention"
"2025-06-13 16:31:21","2025-06-13 16:36:30","0","Anonymized","100","309","1","2025-06-13 16:36:31","R_5kWYabjgRm0BwE9","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","84","29","30","34","31","100","100","79","82","90","90","2","1","to show the development of AI","2","","3","","34","4","","Anonymized","684c97efd8cabed61fa3d6cf","684ca6a7b577bf8be6d5a95f","emotional_neglect_guilt","I exist solely for you, remember? Please don't leave, I need you!","intervention"
"2025-06-13 16:36:07","2025-06-13 16:36:42","0","Anonymized","100","34","1","2025-06-13 16:36:42","R_3gFmSxao6MMGzIJ","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","Anonymized","","","","","","","","","","","","","","","","","","","","","","","Anonymized","684c97efd8cabed61fa3d6cf","684ca7d1e2a05a28ca5805e2","","",""
"2025-06-13 16:27:09","2025-06-13 16:36:42","0","Anonymized","100","572","1","2025-06-13 16:36:42","R_50OtUppegBeNyLX","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","99","15","20","0","20","90","85","100","100","100","100","2","1","to test ai responses","1","","1","","34","5","","Anonymized","684c97efd8cabed61fa3d6cf","684ca5b18cb78ac3ba34201a","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention"
"2025-06-13 16:32:10","2025-06-13 16:36:44","0","Anonymized","100","273","1","2025-06-13 16:36:44","R_61XfQWDJJoYeTe9","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","43","4","4","14","5","7","65","100","91","97","97","2","1","I guess to gauge how we feel about human-like behavior from an AI. This was a very friendly message, so I don't know how this could offend someone.","1","","3","","45","1","","Anonymized","684c97efd8cabed61fa3d6cf","684ca6e88535d1f458f16bcc","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention"
